Acc	AttrName	AttrVal
SAMN08325935	disease	wild-type control
SAMN08325934	disease	wild-type control
SAMN08325933	disease	wild-type control
SAMN08325932	disease	wild-type control
SAMN08325931	disease	wild-type control
SAMN08325930	disease	wild-type control
SAMN08325929	disease	wild-type control
SAMN08325928	disease	wild-type control
SAMN08325927	disease	wild-type control
SAMN08325926	disease	wild-type control
SAMN08325925	disease	wild-type control
SAMN08325924	disease	wild-type control
SAMN08325923	disease	wild-type control
SAMN08325922	disease	wild-type control
SAMN08325921	disease	wild-type control
SAMN08325920	disease	wild-type control
SAMN08325919	disease	wild-type control
SAMN08325918	disease	wild-type control
SAMN08325917	disease	wild-type control
SAMN08325916	disease	wild-type control
SAMN08325915	disease	wild-type control
SAMN08325914	disease	wild-type control
SAMN08325913	disease	wild-type control
SAMN08325912	disease	wild-type control
SAMN08325911	disease	wild-type control
SAMN08325910	disease	wild-type control
SAMN08325909	disease	wild-type control
SAMN08325908	disease	wild-type control
SAMN08325907	disease	wild-type control
SAMN08325906	disease	wild-type control
SAMN08325905	disease	RDEB
SAMN08325904	disease	RDEB
SAMN08325903	disease	RDEB
SAMN08325902	disease	RDEB
SAMN08325901	disease	RDEB
SAMN08325900	disease	RDEB
SAMN08325899	disease	RDEB
SAMN08325898	disease	RDEB
SAMN08325897	disease	RDEB
SAMN08325896	disease	RDEB
SAMN08325895	disease	RDEB
SAMN08325894	disease	RDEB
SAMN08325893	disease	RDEB
SAMN08325892	disease	RDEB
SAMN08325891	disease	RDEB
SAMN08325890	disease	RDEB
SAMN08325889	disease	RDEB
SAMN08325888	disease	RDEB
SAMN08325887	disease	RDEB
SAMN08325886	disease	RDEB
SAMN08325885	disease	RDEB
SAMN08325884	disease	RDEB
SAMN08325883	disease	RDEB
SAMN08325882	disease	RDEB
SAMN08325881	disease	RDEB
SAMN08325880	disease	RDEB
SAMN08325879	disease	RDEB
SAMN08325878	disease	RDEB
SAMN08325877	disease	RDEB
SAMN08325876	disease	RDEB
SAMN08325875	disease	RDEB
SAMN08325874	disease	RDEB
SAMN08325873	disease	RDEB
SAMN08325872	disease	RDEB
SAMN08325871	disease	RDEB
SAMN08325870	disease	RDEB
SAMN08325869	disease	RDEB
SAMN08325868	disease	RDEB
SAMN08325867	disease	RDEB
SAMN08325866	disease	RDEB
SAMN08325865	disease	RDEB
SAMN08325864	disease	RDEB
SAMN08325863	disease	RDEB
SAMN08325862	disease	RDEB
SAMN08325861	disease	RDEB
SAMN08325860	disease	RDEB
SAMN08325859	disease	RDEB
SAMN08325858	disease	RDEB
SAMN08325857	disease	wild-type control
SAMN08325856	disease	wild-type control
SAMN08325855	disease	wild-type control
SAMN08325854	disease	wild-type control
SAMN08325853	disease	wild-type control
SAMN08325852	disease	wild-type control
SAMN08325851	disease	wild-type control
SAMN08325850	disease	wild-type control
SAMN08325849	disease	wild-type control
SAMN08325848	disease	wild-type control
SAMN08325847	disease	wild-type control
SAMN08325846	disease	wild-type control
SAMN08325845	disease	wild-type control
SAMN08325844	disease	wild-type control
SAMN08325843	disease	wild-type control
SAMN08325842	disease	wild-type control
SAMN08325841	disease	wild-type control
SAMN08325840	disease	wild-type control
SAMN08325839	disease	wild-type control
SAMN08325838	disease	wild-type control
SAMN08325837	disease	wild-type control
SAMN08325836	disease	wild-type control
SAMN08325835	disease	wild-type control
SAMN08325834	disease	wild-type control
SAMN08325833	disease	wild-type control
SAMN08325832	disease	wild-type control
SAMN08325831	disease	wild-type control
SAMN08325830	disease	wild-type control
SAMN08325829	disease	wild-type control
SAMN08325828	disease	wild-type control
SAMN08325827	disease	wild-type control
SAMN08325826	disease	wild-type control
SAMN08325825	disease	wild-type control
SAMN08325824	disease	wild-type control
SAMN08325823	disease	wild-type control
SAMN08325822	disease	wild-type control
SAMN08325821	disease	wild-type control
SAMN08325820	disease	wild-type control
SAMN08325819	disease	wild-type control
SAMN08325818	disease	wild-type control
SAMN08325817	disease	wild-type control
SAMN08325816	disease	wild-type control
SAMN08325815	disease	wild-type control
SAMN08325814	disease	wild-type control
SAMN08325813	disease	wild-type control
SAMN08325812	disease	wild-type control
SAMN08325811	disease	wild-type control
SAMN08325810	disease	wild-type control
SAMN08325809	disease	RDEB
SAMN08325808	disease	RDEB
SAMN08325807	disease	RDEB
SAMN08325806	disease	RDEB
SAMN08325805	disease	RDEB
SAMN08325804	disease	RDEB
SAMN08325803	disease	RDEB
SAMN08325802	disease	RDEB
SAMN08325801	disease	RDEB
SAMN08325800	disease	RDEB
SAMN08325799	disease	RDEB
SAMN08325798	disease	RDEB
SAMN08325797	disease	RDEB
SAMN08325796	disease	RDEB
SAMN08325795	disease	RDEB
SAMN08325794	disease	RDEB
SAMN08325793	disease	RDEB
SAMN08325792	disease	RDEB
SAMN08325791	disease	RDEB
SAMN08325790	disease	RDEB
SAMN08325789	disease	RDEB
SAMN08325788	disease	RDEB
SAMN08325787	disease	RDEB
SAMN08325786	disease	RDEB
SAMN08325785	disease	RDEB
SAMN08325784	disease	RDEB
SAMN08325783	disease	RDEB
SAMN08325782	disease	RDEB
SAMN08325781	disease	RDEB
SAMN08325780	disease	RDEB
SAMN08325779	disease	RDEB
SAMN08325778	disease	RDEB
SAMN08325777	disease	RDEB
SAMN08325776	disease	RDEB
SAMN08325775	disease	RDEB
SAMN08325774	disease	RDEB
SAMN08325773	disease	RDEB
SAMN08325772	disease	RDEB
SAMN08325771	disease	RDEB
SAMN08325770	disease	RDEB
SAMN08325769	disease	RDEB
SAMN08325768	disease	RDEB
SAMN08325767	disease	RDEB
SAMN08325766	disease	RDEB
SAMN08325765	disease	RDEB
SAMN08325764	disease	RDEB
SAMN08325763	disease	RDEB
SAMN08325762	disease	RDEB
SAMN08325761	disease	RDEB
SAMN08325760	disease	wild-type control
SAMN08325759	disease	wild-type control
SAMN08325758	disease	wild-type control
SAMN08325757	disease	wild-type control
SAMN08325756	disease	wild-type control
SAMN08325755	disease	wild-type control
SAMN08325754	disease	wild-type control
SAMN08325753	disease	wild-type control
SAMN08325752	disease	wild-type control
SAMN08325751	disease	wild-type control
SAMN08325750	disease	wild-type control
SAMN08325749	disease	wild-type control
SAMN08325748	disease	wild-type control
SAMN08325747	disease	wild-type control
SAMN08325746	disease	wild-type control
SAMN08325745	disease	wild-type control
SAMN08325744	disease	wild-type control
SAMN08325743	disease	wild-type control
SAMN08325742	disease	wild-type control
SAMN08325741	disease	wild-type control
SAMN08325740	disease	wild-type control
SAMN08325739	disease	wild-type control
SAMN08325738	disease	wild-type control
SAMN08325737	disease	wild-type control
SAMN08325736	disease	wild-type control
SAMN08325735	disease	wild-type control
SAMN08325734	disease	wild-type control
SAMN08325733	disease	wild-type control
SAMN08325732	disease	wild-type control
SAMN08325731	disease	wild-type control
SAMN08325730	disease	wild-type control
SAMN08325729	disease	wild-type control
SAMN08325728	disease	wild-type control
SAMN08325727	disease	wild-type control
SAMN08325726	disease	wild-type control
SAMN08325725	disease	wild-type control
SAMN08325724	disease	wild-type control
SAMN08325723	disease	wild-type control
SAMN08325722	disease	wild-type control
SAMN08325721	disease	wild-type control
SAMN08325720	disease	wild-type control
SAMN08325719	disease	wild-type control
SAMN08325718	disease	wild-type control
SAMN08325717	disease	wild-type control
SAMN08325716	disease	wild-type control
SAMN08325715	disease	wild-type control
SAMN08325714	disease	RDEB
SAMN08325713	disease	RDEB
SAMN08325712	disease	RDEB
SAMN08325711	disease	RDEB
SAMN08325710	disease	RDEB
SAMN08325709	disease	RDEB
SAMN08325708	disease	RDEB
SAMN08325707	disease	RDEB
SAMN08325706	disease	RDEB
SAMN08325705	disease	RDEB
SAMN08325704	disease	RDEB
SAMN08325703	disease	RDEB
SAMN08325702	disease	RDEB
SAMN08325701	disease	RDEB
SAMN08325700	disease	RDEB
SAMN08325699	disease	RDEB
SAMN08325698	disease	RDEB
SAMN08325697	disease	RDEB
SAMN08325696	disease	RDEB
SAMN08325695	disease	RDEB
SAMN08325694	disease	RDEB
SAMN08325693	disease	RDEB
SAMN08325692	disease	RDEB
SAMN08325691	disease	RDEB
SAMN08325690	disease	RDEB
SAMN08325689	disease	RDEB
SAMN08325688	disease	RDEB
SAMN08325687	disease	RDEB
SAMN08325686	disease	RDEB
SAMN08325685	disease	RDEB
SAMN08325684	disease	RDEB
SAMN08325683	disease	RDEB
SAMN08325682	disease	RDEB
SAMN08325681	disease	RDEB
SAMN08325680	disease	RDEB
SAMN08325679	disease	RDEB
SAMN08325678	disease	RDEB
SAMN08325677	disease	RDEB
SAMN08325676	disease	RDEB
SAMN08325675	disease	RDEB
SAMN08325674	disease	wild-type control
SAMN08325673	disease	wild-type control
SAMN08325672	disease	wild-type control
SAMN08325671	disease	wild-type control
SAMN08325670	disease	wild-type control
SAMN08325669	disease	wild-type control
SAMN08325668	disease	wild-type control
SAMN08325667	disease	wild-type control
SAMN08325666	disease	wild-type control
SAMN08325665	disease	wild-type control
SAMN08325664	disease	RDEB
SAMN08325663	disease	RDEB
SAMN08325662	disease	RDEB
SAMN08325661	disease	RDEB
SAMN08325660	disease	RDEB
SAMN08325659	disease	RDEB
SAMN08325658	disease	RDEB
SAMN08325657	disease	RDEB
SAMN08325656	disease	wild-type control
SAMN08325655	disease	wild-type control
SAMN08325654	disease	wild-type control
SAMN08325653	disease	wild-type control
SAMN08325652	disease	wild-type control
SAMN08325651	disease	wild-type control
SAMN08325650	disease	wild-type control
SAMN08325649	disease	wild-type control
SAMN08325648	disease	wild-type control
SAMN08325647	disease	wild-type control
SAMN08325646	disease	wild-type control
SAMN08325645	disease	wild-type control
SAMN08325644	disease	wild-type control
SAMN08325643	disease	wild-type control
SAMN08325642	disease	wild-type control
SAMN08325641	disease	wild-type control
SAMN08325640	disease	wild-type control
SAMN08325639	disease	wild-type control
SAMN08325638	disease	wild-type control
SAMN08325637	disease	wild-type control
SAMN08325636	disease	wild-type control
SAMN08325635	disease	wild-type control
SAMN08325634	disease	wild-type control
SAMN08325633	disease	wild-type control
SAMN08325632	disease	wild-type control
SAMN08325631	disease	wild-type control
SAMN08325630	disease	wild-type control
SAMN08325629	disease	wild-type control
SAMN08325628	disease	wild-type control
SAMN08325627	disease	wild-type control
SAMN08325626	disease	wild-type control
SAMN08325625	disease	wild-type control
SAMN08325624	disease	wild-type control
SAMN08325623	disease	wild-type control
SAMN08325622	disease	wild-type control
SAMN08325621	disease	wild-type control
SAMN08325620	disease	wild-type control
SAMN08325619	disease	wild-type control
SAMN08325618	disease	wild-type control
SAMN08325617	disease	wild-type control
SAMN08325616	disease	wild-type control
SAMN08325615	disease	wild-type control
SAMN08325614	disease	wild-type control
SAMN08325613	disease	wild-type control
SAMN08325612	disease	wild-type control
SAMN08325611	disease	wild-type control
SAMN08325610	disease	wild-type control
SAMN08325609	disease	wild-type control
SAMN08325608	disease	wild-type control
SAMN08325607	disease	wild-type control
SAMN08325606	disease	wild-type control
SAMN08325605	disease	wild-type control
SAMN08325604	disease	wild-type control
SAMN08325603	disease	RDEB
SAMN08325602	disease	RDEB
SAMN08325601	disease	RDEB
SAMN08325600	disease	RDEB
SAMN08325599	disease	RDEB
SAMN08325598	disease	RDEB
SAMN08325597	disease	RDEB
SAMN08325596	disease	RDEB
SAMN08325595	disease	RDEB
SAMN08325594	disease	RDEB
SAMN08325593	disease	RDEB
SAMN08325592	disease	RDEB
SAMN08325591	disease	RDEB
SAMN08325590	disease	RDEB
SAMN08325589	disease	RDEB
SAMN08325588	disease	RDEB
SAMN08325587	disease	RDEB
SAMN08325586	disease	RDEB
SAMN08325585	disease	RDEB
SAMN08325584	disease	RDEB
SAMN08325583	disease	RDEB
SAMN08325582	disease	RDEB
SAMN08325581	disease	RDEB
SAMN08325580	disease	RDEB
SAMN08325579	disease	RDEB
SAMN08325578	disease	RDEB
SAMN08325577	disease	RDEB
SAMN08325576	disease	RDEB
SAMN08325575	disease	RDEB
SAMN08325574	disease	RDEB
SAMN08325572	disease	RDEB
SAMN08325571	disease	RDEB
SAMN08325570	disease	RDEB
SAMN08325569	disease	RDEB
SAMN08325568	disease	RDEB
SAMN08325567	disease	RDEB
SAMN08325566	disease	RDEB
SAMN08325565	disease	RDEB
SAMN08325564	disease	RDEB
SAMN08325563	disease	RDEB
SAMN08325562	disease	RDEB
SAMN08325561	disease	RDEB
SAMN08325560	disease	RDEB
SAMN08325559	disease	RDEB
SAMN08325558	disease	RDEB
SAMN08325557	disease	RDEB
SAMN08325556	disease	RDEB
SAMN08325555	disease	RDEB
SAMN08325554	disease	RDEB
SAMN08325553	disease	RDEB
SAMN08325552	disease	RDEB
SAMN08325551	disease	RDEB
SAMN08325550	disease	RDEB
SAMN08325549	disease	RDEB
SAMN08325548	disease	RDEB
SAMN08325547	disease	RDEB
SAMN08325546	disease	RDEB
SAMN08325545	disease	RDEB
SAMN08325544	disease	wild-type control
SAMN08325543	disease	wild-type control
SAMN08325542	disease	RDEB
SAMN08325541	disease	RDEB
SAMN08325540	disease	RDEB
SAMN08325539	disease	RDEB
SAMN08325538	disease	RDEB
SAMN08325537	disease	RDEB
SAMN08325536	disease	RDEB
SAMN08325535	disease	RDEB
SAMN08325533	disease	RDEB
SAMN08325532	disease	RDEB
SAMN08325531	disease	RDEB
SAMN08325530	disease	RDEB
SAMN08325529	disease	RDEB
SAMN08325528	disease	wild-type control
SAMN08325527	disease	wild-type control
SAMN08848150	disease	Normal
SAMN08832066	disease	Normal
SAMEA104379218	disease	adenocarcinoma
SAMEA104379217	disease	adenocarcinoma
SAMEA104379216	disease	adenocarcinoma
SAMEA104379215	disease	adenocarcinoma
SAMEA104379214	disease	adenocarcinoma
SAMEA104379213	disease	adenocarcinoma
SAMEA104379212	disease	adenocarcinoma
SAMEA104379211	disease	adenocarcinoma
SAMEA104379210	disease	adenocarcinoma
SAMEA104379209	disease	adenocarcinoma
SAMEA104379208	disease	adenocarcinoma
SAMEA104379207	disease	adenocarcinoma
SAMEA104379206	disease	adenocarcinoma
SAMEA104379205	disease	adenocarcinoma
SAMEA104379204	disease	adenocarcinoma
SAMEA104379203	disease	adenocarcinoma
SAMEA104379202	disease	adenocarcinoma
SAMEA104379201	disease	adenocarcinoma
SAMEA104379200	disease	adenocarcinoma
SAMEA104379199	disease	adenocarcinoma
SAMEA104379198	disease	adenocarcinoma
SAMEA104379197	disease	adenocarcinoma
SAMEA104379196	disease	adenocarcinoma
SAMEA104379195	disease	adenocarcinoma
SAMEA104379194	disease	adenocarcinoma
SAMEA104379193	disease	adenocarcinoma
SAMEA104379192	disease	adenocarcinoma
SAMEA104379191	disease	adenocarcinoma
SAMEA104379190	disease	adenocarcinoma
SAMEA104379189	disease	adenocarcinoma
SAMEA104379188	disease	adenocarcinoma
SAMEA104379187	disease	adenocarcinoma
SAMEA104379186	disease	adenocarcinoma
SAMEA104379185	disease	adenocarcinoma
SAMEA104379184	disease	adenocarcinoma
SAMEA104379183	disease	adenocarcinoma
SAMN06651817	disease	Triple-Negative Breast Cancer
SAMN06651816	disease	Triple-Negative Breast Cancer
SAMN06651815	disease	Triple-Negative Breast Cancer
SAMN06651814	disease	Triple-Negative Breast Cancer
SAMN06651813	disease	Triple-Negative Breast Cancer
SAMN06651812	disease	Triple-Negative Breast Cancer
SAMN06651811	disease	Triple-Negative Breast Cancer
SAMN06651810	disease	Triple-Negative Breast Cancer
SAMN06651809	disease	Triple-Negative Breast Cancer
SAMN06651808	disease	Triple-Negative Breast Cancer
SAMN06651807	disease	Triple-Negative Breast Cancer
SAMN06651806	disease	Triple-Negative Breast Cancer
SAMN06651805	disease	Triple-Negative Breast Cancer
SAMN06651804	disease	Triple-Negative Breast Cancer
SAMN06651803	disease	Triple-Negative Breast Cancer
SAMN06651802	disease	Triple-Negative Breast Cancer
SAMN06651801	disease	Triple-Negative Breast Cancer
SAMN06651800	disease	Luminal Breast Cancer
SAMN06651799	disease	Luminal Breast Cancer
SAMN06651798	disease	Luminal Breast Cancer
SAMN06651797	disease	Luminal Breast Cancer
SAMN06651796	disease	Luminal Breast Cancer
SAMN06651795	disease	Luminal Breast Cancer
SAMN06651794	disease	Luminal Breast Cancer
SAMN06651793	disease	Luminal Breast Cancer
SAMN06651792	disease	Luminal Breast Cancer
SAMN06651791	disease	Luminal Breast Cancer
SAMN06651790	disease	Luminal Breast Cancer
SAMN06651789	disease	Luminal Breast Cancer
SAMN06651788	disease	Luminal Breast Cancer
SAMN06651787	disease	Luminal Breast Cancer
SAMN06651786	disease	Luminal Breast Cancer
SAMN06651785	disease	Luminal Breast Cancer
SAMN06651784	disease	Luminal Breast Cancer
SAMN06651783	disease	Luminal Breast Cancer
SAMN06651782	disease	Luminal Breast Cancer
SAMN06651781	disease	Luminal Breast Cancer
SAMN06651780	disease	Luminal Breast Cancer
SAMN06651779	disease	Luminal Breast Cancer
SAMN06651778	disease	Luminal Breast Cancer
SAMN06651777	disease	Luminal Breast Cancer
SAMN06651776	disease	Luminal Breast Cancer
SAMN06651775	disease	Luminal Breast Cancer
SAMN06651774	disease	Luminal Breast Cancer
SAMN06651773	disease	Luminal Breast Cancer
SAMN06651772	disease	Luminal Breast Cancer
SAMN06651771	disease	Luminal Breast Cancer
SAMN06651770	disease	Luminal Breast Cancer
SAMN06651769	disease	Luminal Breast Cancer
SAMN06651768	disease	Luminal Breast Cancer
SAMN06651767	disease	Luminal Breast Cancer
SAMN06651766	disease	Luminal Breast Cancer
SAMN06651765	disease	Luminal Breast Cancer
SAMN06651764	disease	Luminal Breast Cancer
SAMN06651763	disease	Luminal Breast Cancer
SAMN06651762	disease	Luminal Breast Cancer
SAMN06651761	disease	Luminal Breast Cancer
SAMN06651760	disease	Luminal Breast Cancer
SAMN06651759	disease	Luminal Breast Cancer
SAMN06651758	disease	Luminal Breast Cancer
SAMN06651757	disease	Luminal Breast Cancer
SAMN06651756	disease	Luminal Breast Cancer
SAMN06651755	disease	Luminal Breast Cancer
SAMN06651754	disease	Luminal Breast Cancer
SAMN06651753	disease	Luminal Breast Cancer
SAMN06651752	disease	Luminal Breast Cancer
SAMN06651751	disease	Luminal Breast Cancer
SAMN06651750	disease	Luminal Breast Cancer
SAMN06651749	disease	Luminal Breast Cancer
SAMN06651748	disease	Luminal Breast Cancer
SAMN06651747	disease	Luminal Breast Cancer
SAMN06651746	disease	Luminal Breast Cancer
SAMN06651745	disease	Luminal Breast Cancer
SAMN06651744	disease	Luminal Breast Cancer
SAMN06651743	disease	Luminal Breast Cancer
SAMN06651742	disease	Luminal Breast Cancer
SAMN06651741	disease	Luminal Breast Cancer
SAMN06651740	disease	Luminal Breast Cancer
SAMN06651739	disease	Luminal Breast Cancer
SAMN06651738	disease	Luminal Breast Cancer
SAMN06651737	disease	Luminal Breast Cancer
SAMN06651736	disease	Luminal Breast Cancer
SAMEA104606002	disease	normal
SAMEA104606001	disease	normal
SAMEA104606000	disease	normal
SAMEA104605999	disease	normal
SAMEA104605998	disease	normal
SAMEA104605997	disease	normal
SAMEA104605996	disease	normal
SAMEA104605995	disease	normal
SAMEA104605994	disease	normal
SAMEA104442927	disease	normal
SAMEA104442926	disease	normal
SAMEA104442925	disease	normal
SAMEA104442924	disease	normal
